8;GBP/USD;0.8;0
8;GBP/USD;0.61085293055021;1
8;GBP/USD;0.410985611740281;2
8;GBP/USD;0.210851723953747;3
8;GBP/USD;0.0102535633036527;4
8;GBP/USD;0.00915774329552895;5
8;GBP/USD;-0.0018570955905413;6
8;GBP/USD;-0.00167338648378674;7
8;GBP/USD;-0.00171223444056632;8
8;GBP/USD;-0.000908510800470388;9
8;GBP/USD;0.000325853766205086;10
8;GBP/USD;0.000253152265920166;11
8;GBP/USD;-0.000326133324473331;12
8;GBP/USD;-0.000287412364349373;13
8;GBP/USD;-0.00105437580595891;14
8;GBP/USD;-0.00136164825190907;15
8;GBP/USD;-0.000805600063028152;16
8;GBP/USD;-0.000135233511385663;17
8;GBP/USD;-7.55751951701859E-05;18
8;GBP/USD;0.000588210593193256;19
8;GBP/USD;0.000575290408173212;20
8;GBP/USD;0.000129407173183587;21
8;GBP/USD;-2.31572468729562E-05;22
8;GBP/USD;-7.80430710095435E-05;23
8;GBP/USD;-6.82510670853026E-05;24
8;GBP/USD;1.58550603642246E-05;25
8;GBP/USD;0.000119566149260959;26
8;GBP/USD;9.62677969301142E-05;27
8;GBP/USD;0.000303465228281085;28
8;GBP/USD;0.000770127815688176;29
8;GBP/USD;0.000605210504415303;30
8;GBP/USD;0.000571221907157426;31
8;GBP/USD;0.000453905391922235;32
8;GBP/USD;0.000635903520991588;33
8;GBP/USD;-0.00023206439656197;34
8;GBP/USD;0.000172581439974724;35
8;GBP/USD;0.000325681511771397;36
8;GBP/USD;0.000275733942242243;37
8;GBP/USD;4.3697275163197E-05;38
8;GBP/USD;0.00023935001717623;39
8;GBP/USD;-0.000499922717578853;40
